x,y
-0.0013934151094171332,-98.00024286168338
-0.0013993047416998366,-98.0002428601063
-0.001407718503815771,-98.00024285785194
-0.001415290888979376,-98.00024285582484
-0.0009258268584888262,-98.00024286296562
0.0005239860257038541,-98.00024296517343
0.002939177580335375,-98.00024334906978
0.0063234630214641955,-98.00024392783327
0.010197720135902602,-98.00024439458006
0.014855810402348592,-98.00024474595178
0.020256954593627134,-98.00024510156015
0.02712218173955283,-98.00024545118934
0.036633197662653084,-98.0002460742507
0.04370420051245917,-98.00024677453399
0.05431099636179759,-98.00024777479312
0.0660690876329419,-98.00024869971003
0.07535078192880806,-98.00024947251808
0.08904070923797008,-98.00025068840539
0.10385885101563341,-98.0002517602237
0.12133138264868766,-98.00025311114571
0.13682316674209358,-98.0002544292828
0.15831326859463526,-98.00025605623964
0.17231973152044308,-98.00025715353192
0.1905685853910428,-98.00025863680416
0.20768223659716353,-98.0002599800067
0.22557303545544827,-98.00026128184045
0.24636407066341975,-98.00026287891112
0.2702674119078786,-98.00026479821891
0.28378235130775425,-98.00026576877521
0.3118469673167606,-98.00026774294521
0.33621619454799434,-98.00026961893958
0.3665758142153015,-98.00027182485343
0.39290943873066897,-98.0002736571414
0.42008956681509013,-98.00027564013382
0.4451949164802698,-98.0002774598269
0.46813738324383286,-98.00027900311706
0.5006775113139605,-98.00028119464271
0.5158241040570964,-98.00028227383159
0.5561814032978094,-98.00028502786986
0.5883049963518202,-98.00028706797285
0.6213207521709766,-98.00028928850207
0.6517020022417445,-98.00029131520489
0.6828001261161567,-98.00029324443912
0.721785174709863,-98.00029566296858
0.7616921434866459,-98.00029816839047
0.7987786209303782,-98.00030040634002
0.8445282477246797,-98.0003030505892
0.8757150442220335,-98.00030492655608
0.9153947067310808,-98.00030726028422
0.964206851816868,-98.00030994583129
1.0057944996822576,-98.0003122399216
1.039560524792511,-98.00031413069351
1.0825226761543716,-98.00031636765809
1.1175307988700482,-98.00031818457694
1.1709670212705015,-98.00032093726279
1.2117126396088438,-98.0003229904538
1.2532171642885839,-98.00032490619338
1.3049244958907988,-98.00032738391653
1.3575685577667596,-98.00032990690183
1.4112419244112147,-98.00033227872618
1.4608841483232637,-98.00033433540413
1.506132457593719,-98.00033631883494
1.541728439622508,-98.0003378544879
1.6038472796385308,-98.00034036610074
